#;Operadora;Usuario;Simcard;Mensalidade;Data Ativacao;IP;ICCID;Saldo;Consumo;Upload;Download;Ultima Conexao;Atacado;Contrato;IMEI Remoto;Operadora;Substatus;Status
251;Algar;'12112917000167;'5516996850736;7.03;2020-05-21;'10.249.171.165;'89553202000006955353;19.23732;0.76;0;0;2021-09-30 15:07:47;---;2020-05-21;'358899052495606;OI;Ativo;Ativo
252;Algar;'12112917000167;'5516999538577;8.29;2019-08-28;'10.249.107.16;'89553202000003578877;18.5312;1.47;0;0;2021-09-30 11:36:15;---;0000-00-00 00:00:00;'358735074770917;OI;Ativo;Ativo
253;Algar;'12112917000167;'5516996850747;7.03;2020-05-21;'10.249.171.48;'89553202000006955346;20;0;7055;4512;2021-09-13 15:12:47;---;2020-05-21;'358899052254029;TIM;Ativo;Ativo
254;Algar;'12112917000167;'5516996850721;7.03;2020-05-21;'10.249.171.128;'89553202000006955056;19.26321;0.74;7568;2176;2021-09-30 14:34:11;---;2020-05-21;'356430074166249;TIM;Ativo;Ativo
255;Algar;'12112917000167;'5516996613619;7.03;2020-01-19 23:00:00;'10.249.107.53;'89553202000006958365;19.02196;0.98;0;0;2021-09-30 15:48:57;---;0000-00-00 00:00:00;'356430074669986;VIVO;Ativo;Ativo
256;Algar;'12112917000167;'5516990533181;7.03;2020-06-24;'10.249.203.188;'89553202000006838575;18.5378;1.46;0;0;2021-09-30 14:09:56;---;2020-06-24;'355929100106971;TIM;Ativo;Ativo
257;Algar;'12112917000167;'5516999538585;8.29;2019-08-28;'10.249.107.68;'89553202000003578851;18.34165;1.66;0;0;2021-09-30 07:56:28;---;0000-00-00 00:00:00;'355929100129825;OI;Ativo;Ativo
258;Algar;'12112917000167;'5516996850726;7.03;2020-05-21;'10.249.206.219;'89553202000006955049;19.13961;0.86;0;0;2021-09-30 15:51:28;---;2020-05-21;'351965110134987;OI;Ativo;Ativo
259;Algar;'12112917000167;'5516996955988;7.03;2020-01-29 23:00:00;'10.249.107.108;'89553202000006955031;-5.52176;25.52;0;0;2021-09-30 15:08:43;---;0000-00-00 00:00:00;'355929100459016;VIVO;Ativo;Ativo
260;Algar;'12112917000167;'5516999538594;8.29;2019-08-28;'10.249.107.132;'89553202000003578844;17.91954;2.08;4321;3366;2021-09-29 22:13:14;---;0000-00-00 00:00:00;'358735074764316;VIVO;Ativo;Ativo
261;Algar;'12112917000167;'5516990534746;7.03;2020-06-24;'10.249.203.198;'89553202000006838567;19.28577;0.71;2970;1636;2021-09-29 15:11:28;---;2020-06-24;'356430070521074;TIM;Ativo;Ativo
262;Algar;'12112917000167;'5516996611969;7.03;2020-01-19 23:00:00;'10.249.107.148;'89553202000006958357;19.18391;0.82;0;0;2021-09-30 15:12:07;---;0000-00-00 00:00:00;'358735071788235;VIVO;Ativo;Ativo
263;Algar;'12112917000167;'5516996955968;7.03;2020-01-29 23:00:00;'10.249.107.158;'89553202000006955023;18.25836;1.74;0;0;2021-09-30 15:21:40;---;0000-00-00 00:00:00;'355929100435818;VIVO;Ativo;Ativo
264;Algar;'12112917000167;'5516999530009;8.29;2019-08-28;'10.249.107.190;'89553202000003578836;19.5246;0.47;40355;30730;2021-09-25 07:17:55;---;0000-00-00 00:00:00;'355929100058917;CLARO;Ativo;Ativo
265;Algar;'12112917000167;'5516996957692;7.03;2020-01-29 23:00:00;'10.249.107.200;'89553202000006955015;17.93037;2.07;0;0;2021-09-30 15:12:47;---;0000-00-00 00:00:00;'355929100396929;VIVO;Ativo;Ativo
266;Algar;'12112917000167;'5516990534741;7.03;2020-06-24;'10.249.203.166;'89553202000006838559;18.88298;1.12;0;0;2021-09-30 06:45:08;---;2020-06-24;'356430070446256;OI;Ativo;Ativo
267;Algar;'12112917000167;'5516996611963;7.03;2020-01-19 23:00:00;'10.249.107.239;'89553202000006958340;14.82742;5.17;0;0;2021-09-30 15:12:07;---;0000-00-00 00:00:00;'354522181194890;CLARO;Ativo;Ativo
268;Algar;'12112917000167;'5516996957712;7.03;2020-01-29 23:00:00;'10.249.107.236;'89553202000006955007;-7.18178;27.18;0;0;2021-09-30 15:12:46;---;0000-00-00 00:00:00;'355929100458919;CLARO;Ativo;Ativo
269;Algar;'12112917000167;'5516990534821;7.03;2020-06-24;'10.249.203.186;'89553202000006838542;20;0;6616;3680;2021-09-08 02:47:25;---;2020-06-24;'358222052724927;OI;Ativo;Ativo
270;Algar;'12112917000167;'5516996694496;7.03;2020-01-29 23:00:00;'10.249.108.39;'89553202000006955692;19.43203;0.57;0;0;2021-09-30 15:17:03;---;0000-00-00 00:00:00;'356430079276589;OI;Ativo;Ativo
271;Algar;'12112917000167;'5516996611988;7.03;2020-01-19 23:00:00;'10.249.108.53;'89553202000006958332;16.92266;3.08;0;0;2021-09-30 15:30:24;---;0000-00-00 00:00:00;'358735074742205;VIVO;Ativo;Ativo
272;Algar;'12112917000167;'5516996958094;7.03;2020-01-29 23:00:00;'10.249.108.80;'89553202000006955684;-4.93655;24.94;0;0;2021-09-30 09:00:09;---;0000-00-00 00:00:00;'355929100432872;VIVO;Ativo;Ativo
273;Algar;'12112917000167;'5516990534806;7.03;2020-06-24;'10.249.203.199;'89553202000006838534;18.46751;1.53;0;0;2021-09-30 05:55:51;---;2020-06-24;'355929100125310;TIM;Ativo;Ativo
274;Algar;'12112917000167;'5516996695690;7.03;2020-01-29 23:00:00;'10.249.108.110;'89553202000006955676;20;0;576;8098;2021-08-24 12:01:35;---;0000-00-00 00:00:00;'358899052274365;OI;Ativo;Ativo
275;Algar;'12112917000167;'5516996611957;7.03;2020-01-19 23:00:00;'10.249.108.112;'89553202000006958324;16.76509;3.23;0;0;2021-09-30 16:03:53;---;0000-00-00 00:00:00;'358735071769888;TIM;Ativo;Ativo
276;Algar;'12112917000167;'5516990534796;7.03;2020-06-24;;'89553202000006838526;20;0;0;0;*****;---;2020-06-24;;;Ativo;Ativo
277;Algar;'12112917000167;'5516996613636;7.03;2020-01-19 23:00:00;'10.249.108.178;'89553202000006958316;18.61645;1.38;679;216;2021-09-30 15:40:14;---;0000-00-00 00:00:00;'356429070747069;OI;Ativo;Ativo
278;Algar;'12112917000167;'5516990536361;7.03;2020-06-24;'10.249.203.202;'89553202000006838518;19.39472;0.61;116;60;2021-09-30 14:50:00;---;2020-06-24;'358222050997517;TIM;Ativo;Ativo
279;Algar;'12112917000167;'5516996959682;7.03;2020-01-29 23:00:00;'10.249.108.200;'89553202000006955650;18.63888;1.36;0;0;2021-09-30 04:29:57;---;0000-00-00 00:00:00;'358222050991585;VIVO;Ativo;Ativo
280;Algar;'12112917000167;'5516999530040;8.29;2019-08-28;'10.249.108.206;'89553202000003578992;17.00537;2.99;0;0;2021-09-30 15:12:47;---;0000-00-00 00:00:00;'358735073744772;VIVO;Ativo;Ativo
281;Algar;'12112917000167;'5516996613542;7.03;2020-01-19 23:00:00;'10.249.108.234;'89553202000006959942;-4.46822;24.47;0;0;2021-09-30 04:16:37;---;0000-00-00 00:00:00;'355929100471813;TIM;Ativo;Ativo
282;Algar;'12112917000167;'5516996952451;7.03;2020-01-29 23:00:00;'10.249.109.1;'89553202000006955643;-5.93886;25.94;0;0;2021-09-30 07:09:31;---;0000-00-00 00:00:00;'355929100473678;TIM;Ativo;Ativo
283;Algar;'12112917000167;'5516999530047;8.29;2019-08-28;'10.249.109.27;'89553202000003578935;17.13241;2.87;0;0;2021-09-30 15:59:08;---;0000-00-00 00:00:00;'358735074723627;TIM;Ativo;Ativo
284;Algar;'12112917000167;'5516996952456;7.03;2020-01-29 23:00:00;'10.249.109.41;'89553202000006955635;-6.91743;26.92;0;0;2021-09-30 13:54:31;---;0000-00-00 00:00:00;'355929100465690;TIM;Ativo;Ativo
285;Algar;'12112917000167;'5516996613535;7.03;2020-01-19 23:00:00;'10.249.109.48;'89553202000006959934;18.11716;1.88;0;0;2021-09-30 06:42:41;---;0000-00-00 00:00:00;'355929100475822;CLARO;Ativo;Ativo
286;Algar;'12112917000167;'5516990534811;7.03;2020-06-24;'10.249.203.205;'89553202000006838146;18.67998;1.32;0;0;2021-09-30 15:53:24;---;2020-06-24;'358222056865544;CLARO;Ativo;Ativo
287;Algar;'12112917000167;'5516996950188;7.03;2020-01-29 23:00:00;'10.249.109.90;'89553202000006955627;19.62605;0.37;0;0;2021-09-30 14:57:54;---;0000-00-00 00:00:00;'358899051393844;VIVO;Ativo;Ativo
288;Algar;'12112917000167;'5516999530055;8.29;2019-08-28;'10.249.109.114;'89553202000003578885;18.00233;2;0;0;2021-09-30 15:25:40;---;0000-00-00 00:00:00;'358735074712406;CLARO;Ativo;Ativo
289;Algar;'12112917000167;'5516990536407;7.03;2020-06-24;'10.249.203.173;'89553202000006838138;17.86553;2.13;0;0;2021-09-30 06:32:27;---;2020-06-24;'358735073757436;TIM;Ativo;Ativo
290;Algar;'12112917000167;'5516996615336;7.03;2020-01-19 23:00:00;'10.249.109.112;'89553202000006959926;19.62641;0.37;0;0;2021-09-30 14:09:23;---;0000-00-00 00:00:00;'356430079246111;OI;Ativo;Ativo
291;Algar;'12112917000167;'5516996954570;7.03;2020-01-29 23:00:00;'10.249.109.140;'89553202000006955619;19.72305;0.28;17041;15942;2021-09-27 11:44:09;---;0000-00-00 00:00:00;'355929100115543;VIVO;Ativo;Ativo
292;Algar;'12112917000167;'5516996615309;7.03;2020-01-19 23:00:00;;'89553202000006959918;20;0;0;0;*****;---;0000-00-00 00:00:00;;;Ativo;Ativo
293;Algar;'12112917000167;'5516996699426;7.03;2020-01-29 23:00:00;'10.249.109.191;'89553202000006955569;14.43052;5.57;0;0;2021-09-30 13:56:12;---;0000-00-00 00:00:00;'356430071345994;OI;Ativo;Ativo
294;Algar;'12112917000167;'5516999530061;8.29;2019-08-28;'10.249.109.205;'89553202000003578679;18.16824;1.83;0;0;2021-09-30 12:01:33;---;0000-00-00 00:00:00;'355929100106856;VIVO;Ativo;Ativo
295;Algar;'12112917000167;'5516990537995;7.03;2020-06-24;'10.249.203.97;'89553202000006838112;19.02685;0.97;0;0;2021-09-30 15:33:22;---;2020-06-24;'351965110884375;OI;Ativo;Ativo
296;Algar;'12112917000167;'5516996950985;7.03;2020-01-29 23:00:00;'10.249.109.232;'89553202000006955551;19.57595;0.42;0;0;2021-09-30 14:00:14;---;0000-00-00 00:00:00;'356430075167956;VIVO;Ativo;Ativo
297;Algar;'12112917000167;'5516996616978;7.03;2020-01-19 23:00:00;;'89553202000006959900;20;0;0;0;*****;---;0000-00-00 00:00:00;;;Ativo;Ativo
298;Algar;'12112917000167;'5516990536382;7.03;2020-06-24;'10.249.203.98;'89553202000006838104;18.85005;1.15;0;0;2021-09-30 11:36:08;---;2020-06-24;'351965110884359;OI;Ativo;Ativo
299;Algar;'12112917000167;'5516990538000;7.03;2020-06-24;'10.249.203.102;'89553202000006838096;18.61813;1.38;0;0;2021-09-30 15:09:09;---;2020-06-24;'351965110884235;TIM;Ativo;Ativo
300;Algar;'12112917000167;'5516996616985;7.03;2020-01-19 23:00:00;;'89553202000006959892;20;0;0;0;*****;---;0000-00-00 00:00:00;;;Ativo;Ativo
301;Algar;'12112917000167;'5516996956593;7.03;2020-01-29 23:00:00;'10.249.110.89;'89553202000006955270;19.16811;0.83;0;0;2021-09-30 14:56:39;---;0000-00-00 00:00:00;'356430073285271;VIVO;Ativo;Ativo
302;Algar;'12112917000167;'5516990536460;7.03;2020-06-24;'10.249.203.103;'89553202000006838088;18.89925;1.1;0;0;2021-09-30 11:36:08;---;2020-06-24;'351965110884300;CLARO;Ativo;Ativo
303;Algar;'12112917000167;'5516996956695;7.03;2020-01-29 23:00:00;'10.249.110.133;'89553202000006955262;19.68232;0.32;0;0;2021-09-30 15:14:03;---;0000-00-00 00:00:00;'358899052258251;OI;Ativo;Ativo
304;Algar;'12112917000167;'5516996951406;7.03;2020-01-29 23:00:00;'10.249.110.179;'89553202000006955254;18.88703;1.11;0;0;2021-09-30 15:09:12;---;0000-00-00 00:00:00;'358222056110594;OI;Ativo;Ativo
305;Algar;'12112917000167;'5516990538030;7.03;2020-06-24;'10.249.203.133;'89553202000006838070;18.98603;1.01;0;0;2021-09-30 14:00:30;---;2020-06-24;'351965110884458;CLARO;Ativo;Ativo
306;Algar;'12112917000167;'5516996615322;7.03;2020-01-19 23:00:00;'10.249.110.202;'89553202000006959876;19.08995;0.91;0;0;2021-09-30 10:10:51;---;0000-00-00 00:00:00;'356430071904725;OI;Ativo;Ativo
307;Algar;'12112917000167;'5516996611918;7.03;2020-01-19 23:00:00;'10.249.111.5;'89553202000006959868;18.63568;1.36;0;0;2021-09-30 13:51:07;---;0000-00-00 00:00:00;'358899058897763;VIVO;Ativo;Ativo
308;Algar;'12112917000167;'5516990538040;7.03;2020-06-24;'10.249.203.142;'89553202000006838062;18.90089;1.1;0;0;2021-09-30 13:57:12;---;2020-06-24;'351965110884326;CLARO;Ativo;Ativo
309;Algar;'12112917000167;'5516996958321;7.03;2020-01-29 23:00:00;'10.249.111.11;'89553202000006955239;18.89498;1.1;0;0;2021-09-30 15:20:05;---;0000-00-00 00:00:00;'356430070448419;TIM;Ativo;Ativo
310;Algar;'12112917000167;'5516999531719;8.29;2019-08-28;'10.249.111.47;'89553202000003578059;18.69678;1.3;0;0;2021-09-30 14:00:13;---;0000-00-00 00:00:00;'356430074660910;VIVO;Ativo;Ativo
311;Algar;'12112917000167;'5516996954919;7.03;2020-01-29 23:00:00;'10.249.111.56;'89553202000006955221;17.49097;2.51;0;0;2021-09-30 14:07:03;---;0000-00-00 00:00:00;'358735073745480;TIM;Ativo;Ativo
312;Algar;'12112917000167;'5516996611937;7.03;2020-01-19 23:00:00;'10.249.111.66;'89553202000006959850;18.48382;1.52;2121;1682;2021-09-30 04:56:53;---;0000-00-00 00:00:00;'355929100107417;OI;Ativo;Ativo
313;Algar;'12112917000167;'5516990536397;7.03;2020-06-24;'10.249.203.175;'89553202000006838054;19.11449;0.88;0;0;2021-09-30 15:10:10;---;2020-06-24;'351965110884391;CLARO;Ativo;Ativo
314;Algar;'12112917000167;'5516996953162;7.03;2020-01-29 23:00:00;'10.249.230.46;'89553202000006955213;18.02574;1.97;0;0;2021-09-30 14:57:18;---;0000-00-00 00:00:00;'356429071211164;CLARO;Ativo;Ativo
315;Algar;'12112917000167;'5516999531739;8.29;2019-08-28;'10.249.111.123;'89553202000003578000;18.23995;1.76;0;0;2021-09-30 08:59:50;---;0000-00-00 00:00:00;'355929100113084;CLARO;Ativo;Ativo
316;Algar;'12112917000167;'5516996611975;7.03;2020-01-19 23:00:00;'10.249.111.131;'89553202000006959777;18.18008;1.82;0;0;2021-09-30 16:02:33;---;0000-00-00 00:00:00;'355929100461285;TIM;Ativo;Ativo
317;Algar;'12112917000167;'5516996958404;7.03;2020-01-29 23:00:00;'10.249.111.143;'89553202000006955205;19.18988;0.81;0;0;2021-09-30 15:54:57;---;0000-00-00 00:00:00;'356430070666564;OI;Ativo;Ativo
318;Algar;'12112917000167;'5516990536442;7.03;2020-06-24;'10.249.203.200;'89553202000006838047;19.31424;0.68;0;0;2021-09-30 15:20:47;---;2020-06-24;'351965110884466;CLARO;Ativo;Ativo
319;Algar;'12112917000167;'5516996958477;7.03;2020-01-29 23:00:00;'10.249.111.181;'89553202000006955197;17.68977;2.31;0;0;2021-09-30 15:12:46;---;0000-00-00 00:00:00;'358735074745638;TIM;Ativo;Ativo
320;Algar;'12112917000167;'5516999531734;8.29;2019-08-28;'10.249.111.203;'89553202000003578067;18.85974;1.14;128;620;2021-09-30 14:56:00;---;0000-00-00 00:00:00;'358899052495630;VIVO;Ativo;Ativo
321;Algar;'12112917000167;'5516990536437;7.03;2020-06-24;'10.249.203.105;'89553202000006838351;19.04524;0.95;0;0;2021-09-30 10:26:46;---;2020-06-24;'351965110884474;TIM;Ativo;Ativo
322;Algar;'12112917000167;'5516996956997;7.03;2020-01-29 23:00:00;'10.249.111.227;'89553202000006955189;18.79216;1.21;0;0;2021-09-30 15:34:50;---;0000-00-00 00:00:00;'358222052724810;VIVO;Ativo;Ativo
323;Algar;'12112917000167;'5516996613630;7.03;2020-01-19 23:00:00;'10.249.111.250;'89553202000006959785;-0.93565;20.93;0;0;2021-09-30 04:54:38;---;0000-00-00 00:00:00;'355929100468736;VIVO;Ativo;Ativo
324;Algar;'12112917000167;'5516996951845;7.03;2020-01-29 23:00:00;'10.249.112.21;'89553202000006955171;20;0;0;0;2021-08-17 23:33:40;---;0000-00-00 00:00:00;'351608080371748;OI;Ativo;Ativo
325;Algar;'12112917000167;'5516999531748;8.29;2019-08-28;'10.249.112.22;'89553202000003578406;16.54451;3.46;0;0;2021-09-30 13:22:31;---;0000-00-00 00:00:00;'356429071514146;OI;Ativo;Ativo
326;Algar;'12112917000167;'5516990538055;7.03;2020-06-24;'10.249.203.150;'89553202000006838344;18.22552;1.77;0;0;2021-09-30 15:38:04;---;2020-06-24;'351965110884334;CLARO;Ativo;Ativo
327;Algar;'12112917000167;'5516996611981;7.03;2020-01-19 23:00:00;'10.249.112.65;'89553202000006959819;-3.74404;23.74;0;0;2021-09-30 15:12:47;---;0000-00-00 00:00:00;'355929100485607;OI;Ativo;Ativo
328;Algar;'12112917000167;'5516996951818;7.03;2020-01-29 23:00:00;'10.249.112.58;'89553202000006955163;19.15198;0.85;2796;892;2021-09-30 15:49:04;---;0000-00-00 00:00:00;'356430071319411;VIVO;Ativo;Ativo
329;Algar;'12112917000167;'5516990538065;7.03;2020-06-24;'10.249.203.156;'89553202000006838336;18.98793;1.01;0;0;2021-09-30 14:00:19;---;2020-06-24;'351965110884250;TIM;Ativo;Ativo
330;Algar;'12112917000167;'5516999531759;8.29;2019-08-28;'10.249.112.124;'89553202000003579123;18.95133;1.05;0;0;2021-09-30 12:18:02;---;0000-00-00 00:00:00;'356430070521249;VIVO;Ativo;Ativo
331;Algar;'12112917000167;'5516996955342;7.03;2020-01-29 23:00:00;'10.249.112.107;'89553202000006955155;19.04236;0.96;0;0;2021-09-30 14:48:04;---;0000-00-00 00:00:00;'356430074661132;TIM;Ativo;Ativo
332;Algar;'12112917000167;'5516996613613;7.03;2020-01-19 23:00:00;'10.249.112.128;'89553202000006960411;19.2201;0.78;0;0;2021-09-30 08:18:07;---;0000-00-00 00:00:00;'356429070756698;OI;Ativo;Ativo
333;Algar;'12112917000167;'5516996956983;7.03;2020-01-29 23:00:00;'10.249.112.166;'89553202000006955148;18.91067;1.09;0;0;2021-09-30 12:32:44;---;0000-00-00 00:00:00;'356429070505186;OI;Ativo;Ativo
334;Algar;'12112917000167;'5516990527742;7.03;2020-06-24;'10.249.203.158;'89553202000006838328;18.4994;1.5;0;0;2021-09-30 14:06:54;---;2020-06-24;'351965110884243;VIVO;Ativo;Ativo
335;Algar;'12112917000167;'5516996613324;7.03;2020-01-19 23:00:00;'10.249.112.191;'89553202000006960403;-1.77162;21.77;0;0;2021-09-30 06:22:30;---;0000-00-00 00:00:00;'355929100489708;OI;Ativo;Ativo
336;Algar;'12112917000167;'5516996957045;7.03;2020-01-29 23:00:00;'10.249.112.200;'89553202000006952624;19.1782;0.82;0;0;2021-09-30 13:57:09;---;0000-00-00 00:00:00;'356430074668269;OI;Ativo;Ativo
337;Algar;'12112917000167;'5516990538060;7.03;2020-06-24;'10.249.203.141;'89553202000006838310;19.12197;0.88;0;0;2021-09-30 11:46:30;---;2020-06-24;'351965110884342;OI;Ativo;Ativo
338;Algar;'12112917000167;'5516996957149;7.03;2020-01-29 23:00:00;'10.249.112.242;'89553202000006952640;19.33293;0.67;0;0;2021-09-30 16:03:08;---;0000-00-00 00:00:00;'356430070411441;OI;Ativo;Ativo
339;Algar;'12112917000167;'5516996615040;7.03;2020-01-19 23:00:00;'10.249.113.1;'89553202000006960395;19.217;0.78;0;0;2021-09-30 13:59:28;---;0000-00-00 00:00:00;'356430073278011;VIVO;Ativo;Ativo
340;Algar;'12112917000167;'5516996958846;7.03;2020-01-29 23:00:00;'10.249.113.33;'89553202000006952657;18.2485;1.75;0;0;2021-09-30 15:01:19;---;0000-00-00 00:00:00;'358735071774813;OI;Ativo;Ativo
341;Algar;'12112917000167;'5516990538015;7.03;2020-06-24;'10.249.203.160;'89553202000006838302;18.74632;1.25;0;0;2021-09-30 13:11:10;---;2020-06-24;'351965110884268;OI;Ativo;Ativo
342;Algar;'12112917000167;'5516996613347;7.03;2020-01-19 23:00:00;'10.249.113.54;'89553202000006960387;16.94333;3.06;0;0;2021-09-30 11:32:12;---;0000-00-00 00:00:00;'355929100421578;TIM;Ativo;Ativo
343;Algar;'12112917000167;'5516996957176;7.03;2020-01-29 23:00:00;'10.249.113.83;'89553202000006952665;17.40749;2.59;0;0;2021-09-30 15:45:12;---;0000-00-00 00:00:00;'358735074780759;CLARO;Ativo;Ativo
344;Algar;'12112917000167;'5516999531779;8.29;2019-08-28;'10.249.113.93;'89553202000003579099;18.24275;1.76;0;0;2021-09-30 15:12:48;---;0000-00-00 00:00:00;'355929100107888;CLARO;Ativo;Ativo
345;Algar;'12112917000167;'5516990523168;7.03;2020-06-24;'10.249.203.93;'89553202000006838294;19.19683;0.8;0;0;2021-09-30 16:02:50;---;2020-06-24;'351965110884482;CLARO;Ativo;Ativo
346;Algar;'12112917000167;'5516996613591;7.03;2020-01-19 23:00:00;'10.249.113.114;'89553202000006960379;20;0;7090;5643;2021-09-08 16:51:37;---;0000-00-00 00:00:00;'355929100487611;TIM;Ativo;Ativo
347;Algar;'12112917000167;'5516996955440;7.03;2020-01-29 23:00:00;'10.249.113.132;'89553202000006952673;19.52965;0.47;0;0;2021-09-30 15:13:20;---;0000-00-00 00:00:00;'358899052484295;OI;Ativo;Ativo
348;Algar;'12112917000167;'5516990538020;7.03;2020-06-24;'10.249.203.92;'89553202000006838286;19.35086;0.65;0;0;2021-09-30 13:44:54;---;2020-06-24;'351965110884425;TIM;Ativo;Ativo
349;Algar;'12112917000167;'5516999531785;8.29;2019-08-28;'10.249.113.166;'89553202000003579081;17.65427;2.34;0;0;2021-09-30 15:52:11;---;0000-00-00 00:00:00;'355929100010694;OI;Ativo;Ativo
350;Algar;'12112917000167;'5516996852417;7.03;2020-05-21;'10.249.206.223;'89553202000006955601;14.80783;5.19;0;0;2021-09-30 15:47:47;---;2020-05-21;'354522181121794;CLARO;Ativo;Ativo
351;Algar;'12112917000167;'5516996617104;7.03;2020-01-19 23:00:00;'10.249.113.189;'89553202000006960361;17.20772;2.79;1610;1496;2021-09-30 15:57:40;---;0000-00-00 00:00:00;'355929100499921;OI;Ativo;Ativo
352;Algar;'12112917000167;'5516990521735;7.03;2020-06-24;'10.249.203.154;'89553202000006838278;15.9372;4.06;0;0;2021-09-30 09:46:04;---;2020-06-24;'862140048227269;TIM;Ativo;Ativo
353;Algar;'12112917000167;'5516996852468;7.03;2020-05-21;'10.249.121.31;'89553202000006955593;19.11917;0.88;0;0;2021-09-30 15:39:04;---;2020-05-21;'358222056727462;TIM;Ativo;Ativo
354;Algar;'12112917000167;'5516999531792;8.29;2019-08-28;'10.249.113.237;'89553202000003578950;18.9617;1.04;0;0;2021-09-30 07:16:03;---;0000-00-00 00:00:00;'358222050986833;OI;Ativo;Ativo
355;Algar;'12112917000167;'5516990529164;7.03;2020-06-24;'10.249.203.170;'89553202000006838260;17.50077;2.5;0;0;2021-09-30 15:51:27;---;2020-06-24;'355929100112086;OI;Ativo;Ativo
356;Algar;'12112917000167;'5516996854128;7.03;2020-05-21;;'89553202000006955585;20;0;0;0;*****;---;2020-05-21;;;Ativo;Ativo
357;Algar;'12112917000167;'5516996613578;7.03;2020-01-19 23:00:00;'10.249.114.12;'89553202000006960353;19.29149;0.71;0;0;2021-09-30 15:03:19;---;0000-00-00 00:00:00;'356430074612408;TIM;Ativo;Ativo
358;Algar;'12112917000167;'5516996852493;7.03;2020-05-21;'10.249.171.98;'89553202000006955577;9.41967;10.58;0;0;2021-09-30 15:57:43;---;2020-05-21;'358222056715798;OI;Ativo;Ativo
359;Algar;'12112917000167;'5516990538050;7.03;2020-06-24;'10.249.203.144;'89553202000006838252;18.8034;1.2;0;0;2021-09-30 13:49:10;---;2020-06-24;'351965111486287;TIM;Ativo;Ativo
360;Algar;'12112917000167;'5516996613624;7.03;2020-01-19 23:00:00;'10.249.114.50;'89553202000006956575;19.11933;0.88;0;0;2021-09-30 14:14:26;---;0000-00-00 00:00:00;'356430072431413;TIM;Ativo;Ativo
361;Algar;'12112917000167;'5516999531801;8.29;2019-08-28;'10.249.114.65;'89553202000003578802;20;0;835;1710;2021-08-16 20:04:37;---;0000-00-00 00:00:00;'355929100108464;OI;Ativo;Ativo
362;Algar;'12112917000167;'5516990538045;7.03;2020-06-24;'10.249.203.152;'89553202000006838245;18.78861;1.21;0;0;2021-09-30 15:12:08;---;2020-06-24;'358899056421285;OI;Ativo;Ativo
363;Algar;'12112917000167;'5516996613569;7.03;2020-01-19 23:00:00;;'89553202000006956567;20;0;0;0;*****;---;0000-00-00 00:00:00;;;Ativo;Ativo
364;Algar;'12112917000167;'5516996617089;7.03;2020-01-19 23:00:00;'10.249.114.104;'89553202000006960627;17.86753;2.13;0;0;2021-09-30 14:45:03;---;0000-00-00 00:00:00;'355929100414490;VIVO;Ativo;Ativo
365;Algar;'12112917000167;'5516990538025;7.03;2020-06-24;'10.249.203.163;'89553202000006838237;17.12286;2.88;0;0;2021-09-30 15:12:09;---;2020-06-24;'860689030646912;TIM;Ativo;Ativo
366;Algar;'12112917000167;'5516999533429;8.29;2019-08-28;'10.249.114.160;'89553202000003578794;18.88506;1.12;0;0;2021-09-30 15:12:48;---;0000-00-00 00:00:00;'355929100121053;CLARO;Ativo;Ativo
367;Algar;'12112917000167;'5516990538035;7.03;2020-06-24;'10.248.7.95;'89553202000006838492;19.05127;0.95;0;0;2021-09-30 15:07:52;---;2020-06-24;'356429070967873;OI;Ativo;Ativo
368;Algar;'12112917000167;'5516996613555;7.03;2020-01-19 23:00:00;'10.249.114.173;'89553202000006956542;19.06095;0.94;0;0;2021-09-30 15:47:59;---;0000-00-00 00:00:00;'358899053610948;OI;Ativo;Ativo
369;Algar;'12112917000167;'5516996617099;7.03;2020-01-19 23:00:00;'10.249.114.191;'89553202000006960783;19.18147;0.82;0;0;2021-09-30 05:26:11;---;0000-00-00 00:00:00;'358222055932972;VIVO;Ativo;Ativo
370;Algar;'12112917000167;'5516996613585;7.03;2020-01-19 23:00:00;;'89553202000006956518;20;0;0;0;2020-03-08 12:47:47;---;0000-00-00 00:00:00;;;Ativo;Ativo
371;Algar;'12112917000167;'5516990525803;7.03;2020-06-24;'10.249.203.159;'89553202000006837825;18.4339;1.57;5461;1864;2021-09-30 15:30:47;---;2020-06-24;'358222055580516;VIVO;Ativo;Ativo
372;Algar;'12112917000167;'5516999533436;8.29;2019-08-28;'10.249.114.238;'89553202000003578752;18.17108;1.83;0;0;2021-09-30 16:01:33;---;0000-00-00 00:00:00;'355929100038893;TIM;Ativo;Ativo
373;Algar;'12112917000167;'5516996617084;7.03;2020-01-19 23:00:00;'10.249.114.249;'89553202000006960775;18.60843;1.39;0;0;2021-09-30 12:46:38;---;0000-00-00 00:00:00;'356429070181111;TIM;Ativo;Ativo
374;Algar;'12112917000167;'5516996613548;7.03;2020-01-19 23:00:00;'10.249.115.5;'89553202000006956534;18.03126;1.97;0;0;2021-09-30 15:44:24;---;0000-00-00 00:00:00;'358735074704361;OI;Ativo;Ativo
375;Algar;'12112917000167;'5516996852262;7.03;2020-05-21;'10.249.171.38;'89553202000006952855;17.34212;2.66;0;0;2021-09-30 08:34:00;---;2020-05-21;'355929100162727;TIM;Ativo;Ativo
